# JLPT 词汇级别表 —— server/scripts/buildJlptVocab.ts 生成，勿手改。
# 出題基準語彙表 https://www7a.biglobe.ne.jp/nifongo/data/noryoku.html
# JLPT Resources by Jonathan Waller (CC BY) http://www.tanos.co.uk/jlpt/
#   词形经 https://github.com/stephenmk/yomitan-jlpt-vocab 按 JMdict 校正
今月	5
今朝	5
今週	5
介入	1
介抱	1
介護	1
仏	123
仏像	1
仕える	1
仕上がり	1
仕上がる	2
仕上げ	1
仕上げる	1
仕事	5
仕付ける	1
仕入れる	1
仕切る	1
仕掛け	1
仕掛ける	1
仕方	4
仕方がない	2
仕来り	1
仕様	1
仕様がない	2
仕立てる	1
仕組	1
仕組み	1
仕舞	1
仕舞い	23
仕舞う	234
仕舞った	23
他	23
他人	123
他動詞	1
他意	1
他方	1
付	2
付き	1
付き合い	3
付き合う	1
付く	24
付ける	45
付け加える	1
付合い	2
付合う	2
付属	12
付近	2
付録	1
仙	1
代	14
代える	2
代る	2
代わり	4
代わりに	4
代わる	12
代わる代わる	1
代名詞	2
代弁	1
代理	23
代用	1
代表	23
代金	23
以って	1
以て	1
以上	4
以下	4
以内	4
以前	23
以外	4
以後	2
以来	23
以降	2
仮	1
仮に	1
仮令	1
仮名	2
仮名遣い	2
仮定	2
仰ぐ	1
仰っしゃる	1
仰る	4
仲	23
仲人	1
仲直り	2
仲良し	2
仲間	23
件	1
任す	1
任せる	23
任務	1
任命	1
企業	23
企画	1
伊	1
伐	1
休み	5
休む	5
休める	1
休学	1
休息	2
休憩	23
休戦	1
休暇	23
休業	2
休講	2
休養	2
会	1234
会う	5
会合	23
会員	23
会場	4
会社	5
会見	1
会計	23
会話	4
会談	1
会議	4
会議室	4
会館	2
伜	1
伝える	4
伝わる	2
伝来	1
伝染	2
伝統	23
伝言	12
伝記	2
伝説	1
伝達	1
伯母	5
伯母さん	5
伯父	5
伯父さん	25
伴う	12
伸ばす	23
伸びる	3
伺う	4
似る	4
似合う	23
似通う	1
但し	2
位	235
位地	1
位置	13
低	2
低い	5
低下	2
住	1
住まい	2
住む	5
住宅	23
住居	2
住所	4
住民	23
佐	1
体	15
体付き	1
体制	2
体力	1
体操	2
体格	1
体温	23
体積	2
体系	2
体育	23
体裁	1
体重	2
体験	1
何	5
何々	2
何う致しまして	25
何か	23
何しろ	12
何だか	1
何だかんだ	1
何て	1
何で	23
何でも	23
何と	1
何とか	23
何となく	12
何とも	12
何なり	1
何の	5
何も	12
何より	1
何れ	12
何れ何れ	1
何処	15
何処か	12
何分	2
何卒	1
何故	15
何故なら	12
何故ならば	2
何方	15
何時	5
何時か	23
何時でも	12
何時の間にか	1
何時までも	12
何時も	35
何気ない	1
余	2
余っ程	1
余り	135
余る	2
余分	23
余地	1
余所	2
余所見	1
余暇	1
余程	1
余興	1
余裕	23
余計	2
佚	2
作	1
作り	1
作る	45
作品	23
作家	23
作成	2
作戦	1
作文	5
作曲	23
作業	23
作法	23
作物	123
作用	1
作者	2
作製	2
佳句	1
併せる	2
使い道	1
使う	5
使命	1
使用	23
使用人	1
例	123
例え	123
例えば	4
例える	2
例外	2
侍	1
供する	1
供給	23
依	1
依って	1
依存	1
依然	1
依頼	23
価値	23
価格	23
侮辱	1
侵す	12
侵入	2
侵略	1
便	23
便り	23
便利	5
便宜	1
便所	2
便箋	2
係	3
係り	12
係わる	2
促す	1
促進	1
俄	2
俄か	1
俄に	2
保つ	1
保健	2
保存	23
保守	1
保母	1
保温	1
保管	1
保育	1
保証	23
保護	1
保険	1
保障	1
保養	1
信じる	23
信じる信ずる	2
信ずる	2
信仰	23
信任	1
信号	23
信念	1
信用	23
信者	1
信頼	23
修了	1
修士	1
修学	1
修正	23
修理	23
修繕	2
修行	1
修飾	1
俯く	1
俳優	23
俳句	2
俺	1
倅	1
倉庫	2
個	15
個々	1
個人	23
個体	2
個別	1
個性	1
個所	2
倍	24
倍率	1
倒す	23
倒れる	4
倒産	1
候補	23
借り	1
借りる	5
借金	23
倣	1
倣う	2
値	123
値する	1
値引き	12
値打ち	1
値段	34
倹約	1
偉い	2
偉大	23
偏	1
偏る	1
偏見	1
偖	1
停止	2
停滞	1
停留所	23
停車	2
停電	2
健やか	1
健全	1
健在	1
健康	23
側	15
側面	1
偶	23
偶々	23
偶に	14
偶数	2
偶然	23
偽造	1
傍ら	1
傑	1
傑作	2
傘	5
